Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
11520,Koranist,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11521,Kore,NNP,[고대 그리스]  (특히 기원전 5세기 이전에 만들어진) 젊은 여인의 조각상.      2.    ,  (특히 기원전 5세기 이전에 만들어진) 젊은 여인의 조각상,  (특히 기원전 5세기 이전에 만들어진) 젊은 여인의 조각상,  (특히 기원전 5세기 이전에 만들어진) 젊은 여인의 조각상, 젊은 여인의 조각상,, 젊은 여인의 조각상,NaN
11522,Koreish,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11523,Koreishite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11524,Koreshan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11525,Koreshanity,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11526,kori,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11527,korimako,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11528,korin,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11529,Kornephorus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11530,Koroa,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11531,Korwa,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11532,Kory,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11533,Koryak,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11534,korymboi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11535,Kosalan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11536,Koschei,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11537,Kosimo,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11538,Koso,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11539,kosong,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11540,Kossaean,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11541,Kossean,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11542,Kosteletzkya,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11543,koswite,NNP,[지질학]  코스와이트  ,  코스와이트  ,  코스와이트  ,  코스와이트  ,코스와이트,,코스와이트,NaN
11544,Kota,NNP,  코타(인도 북서부 Rajasthan 주(州)의 도시)  ,코타(인도 북서부 Rajasthan 주(州)의 도시)  ,코타(인도 북서부 Rajasthan 주(州)의 도시)  ,코타(인도 북서부 Rajasthan 주(州)의 도시)  ,코타,,코타,NaN
11545,Kotar,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11546,Kotoko,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11547,kotschubeite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11548,Koungmiut,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11549,kouza,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11550,kovil,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11551,Kowagmiut,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11552,kowhai,NNP,[植]  콩과(科)의 상록 관목의 일종(Sophora tetraptera)  ,  콩과(科)의 상록 관목의 일종(Sophora tetraptera)  ,  콩과(科)의 상록 관목의 일종(Sophora tetraptera)  ,  콩과(科)의 상록 관목의 일종(Sophora tetraptera)  ,콩과,,콩과,NaN
11553,kowtow,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,straighten,Not nouns,genuflect
11554,Kpuesi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11555,Kra,NNP,"  Isthmus of, (the를 붙여서) 크라 지협: Bengal 만(灣)과 Siam만 사이에 있는 Malay 반도의 최협부(最狹部); 너비 56 km.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11556,kra,NNP,"  Isthmus of, (the를 붙여서) 크라 지협: Bengal 만(灣)과 Siam만 사이에 있는 Malay 반도의 최협부(最狹部); 너비 56 km.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11557,Krag,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11558,kragerite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11559,Krama,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11560,Krameria,NNP,  RHATANY.  ,RHATANY.  ,RHATANY.  ,RHATANY.  ,RHATANY.,,RHATANY.,NaN
11561,Krameriaceae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11562,Krapina,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11563,Kraunhia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11564,krausen,NNP,[농화학]  쇠포기(衰泡期)  ,  쇠포기(衰泡期)  ,  쇠포기(衰泡期)  ,  쇠포기(衰泡期)  ,쇠포기,,쇠포기,NaN
11565,krausite,NNP,[지질학]  크라우사이트  ,  크라우사이트  ,  크라우사이트  ,  크라우사이트  ,크라우사이트,,크라우사이트,NaN
11566,Kreistag,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11567,kreistle,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11568,kreittonite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11569,krelos,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11570,kremersite,NNP,[지질학]  크레머사이트  ,  크레머사이트  ,  크레머사이트  ,  크레머사이트  ,크레머사이트,,크레머사이트,NaN
11571,Krepi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11572,Krigia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11573,krimmer,NNP,  새끼 양 모피 ((Crimea 반도산(産)))  ,새끼 양 모피 ((Crimea 반도산(産)))  ,새끼 양 모피 ((Crimea 반도산(産)))  ,새끼 양 모피 ((Crimea 반도산(産)))  ,새끼 양 모피 ,,새끼 양 모피 ,NaN
11574,krina,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11575,Kriophoros,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11576,Kris,NNP,  크리스 단도(말레이·인도네시아인들이 쓰는 것으로 날이 물결형임)  ,크리스 단도(말레이·인도네시아인들이 쓰는 것으로 날이 물결형임)  ,크리스 단도(말레이·인도네시아인들이 쓰는 것으로 날이 물결형임)  ,크리스 단도(말레이·인도네시아인들이 쓰는 것으로 날이 물결형임)  ,크리스 단도,,크리스 단도,dagger
11577,Krishna,NNP,[인도신화]  크리슈나신(神) ((Vishnu의 제8 화신))  ,  크리슈나신(神) ((Vishnu의 제8 화신))  ,  크리슈나신(神) ((Vishnu의 제8 화신))  ,  크리슈나신(神) ((Vishnu의 제8 화신))  ,크리슈나신,,크리슈나신,NaN
11578,Krishnaism,NNP,  크리슈나 숭배  ,크리슈나 숭배  ,크리슈나 숭배  ,크리슈나 숭배  ,크리슈나 숭배,,크리슈나 숭배,NaN
11579,Krishnaist,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11580,Krishnaite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11581,Krishnaitic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11582,Kristen,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11583,Kristi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11584,Kristian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11585,Kristinaux,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11586,krisuvigite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11587,Krithia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11588,Kriton,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11589,kritrima,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11590,krobyloi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11591,Kronion,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11592,kronor,NNP,  KRONA2의 복수형.  ,KRONA2의 복수형.  ,KRONA2의 복수형.  ,KRONA2의 복수형.  ,KRONA2의 복수형.,,KRONA2의 복수형.,NaN
11593,kronur,NNP,KRONA1의 복수형.  ,KRONA1의 복수형.  ,KRONA1의 복수형.  ,KRONA1의 복수형.  ,KRONA1의 복수형.,,KRONA1의 복수형.,NaN
11594,Kru,NNP,  크루족[사람](Liberia해(海) 지방의 원주민). (또는 Kroo)  ,크루족[사람](Liberia해(海) 지방의 원주민). (또는 Kroo)  ,크루족[사람](Liberia해(海) 지방의 원주민). (또는 Kroo)  ,크루족[사람](Liberia해(海) 지방의 원주민). (또는 Kroo)  ,크루족,,크루족,NaN
11595,Krugerism,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11596,Krugerite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11597,Kruman,NNP,  크루인  ,크루인  ,크루인  ,크루인  ,크루인,,크루인,NaN
11598,Krzysztof,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11599,Kshatriya,NNP,"  크샤트리아 ((인도 4성(姓)의 제2 계급, 귀족과 무사))  ","크샤트리아 ((인도 4성(姓)의 제2 계급, 귀족과 무사))  ","크샤트리아 ((인도 4성(姓)의 제2 계급, 귀족과 무사))  ","크샤트리아 ((인도 4성(姓)의 제2 계급, 귀족과 무사))  ",크샤트리아 ,,크샤트리아 ,NaN
11600,Kshatriyahood,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11601,Kua,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11602,Kuan,NNP,"  리콴유(李光耀) (1923- : 싱가포르의 정치인, 총리(1959-90)).  ","리콴유(李光耀) (1923- : 싱가포르의 정치인, 총리(1959-90)).  ","리콴유(李光耀) (1923- : 싱가포르의 정치인, 총리(1959-90)).  ","리콴유(李光耀) (1923- : 싱가포르의 정치인, 총리(1959-90)).  ",리콴유.,,리콴유.,NaN
11603,Kuar,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11604,Kuba,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11605,kuba,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11606,Kubachi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11607,Kubanka,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11608,kubba,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11609,Kubera,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11610,Kuchean,NNP,  토카라 어(語)의 서부 방언.  ,토카라 어(語)의 서부 방언.  ,토카라 어(語)의 서부 방언.  ,토카라 어(語)의 서부 방언.  ,토카라 어의 서부 방언.,,토카라 어의 서부 방언.,NaN
11611,kuchen,NNP,  쿠헨 ((견과·과일을 넣어 구운 과자))  ,쿠헨 ((견과·과일을 넣어 구운 과자))  ,쿠헨 ((견과·과일을 넣어 구운 과자))  ,쿠헨 ((견과·과일을 넣어 구운 과자))  ,쿠헨 ,,쿠헨 ,NaN
11612,Kudrun,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11613,Kuehneola,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11614,Kufic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11615,Kuhnia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11616,Kui,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11617,kuichua,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11618,Kuki,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11619,Kukulcan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11620,kukupa,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11621,Kukuruku,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11622,kula,NNP,  쿨라(서태평양의 도민(島民) 사이의 의례적인 선물의 교환)  ,쿨라(서태평양의 도민(島民) 사이의 의례적인 선물의 교환)  ,쿨라(서태평양의 도민(島民) 사이의 의례적인 선물의 교환)  ,쿨라(서태평양의 도민(島民) 사이의 의례적인 선물의 교환)  ,쿨라,,쿨라,NaN
11623,Kulah,NNP,[패션용어]  쿨라  ,  쿨라  ,  쿨라  ,  쿨라  ,쿨라,,쿨라,NaN
11624,kulah,NNP,[패션용어]  쿨라  ,  쿨라  ,  쿨라  ,  쿨라  ,쿨라,,쿨라,NaN
11625,kulaite,NNP,[지질학]  클레이트  ,  클레이트  ,  클레이트  ,  클레이트  ,클레이트,,클레이트,NaN
11626,Kulanapan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11627,kulang,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11628,Kuldip,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11629,Kuli,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11630,kulkarni,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11631,kullaite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11632,Kullani,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11633,kulm,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11634,Kulturkampf,NNP,[역사]  문화 투쟁 ((비스마르크 정부와 가톨릭교회 사이에))  ,  문화 투쟁 ((비스마르크 정부와 가톨릭교회 사이에))  ,  문화 투쟁 ((비스마르크 정부와 가톨릭교회 사이에))  ,  문화 투쟁 ((비스마르크 정부와 가톨릭교회 사이에))  ,문화 투쟁 ,,문화 투쟁 ,NaN
11635,Kulturkreis,NNP,"[인류]  문화권(圈): 공통된 문화적 특성을 많이 공유하고 문화적인 일체성을 나타내는 지리적 범위, 문화권의 분포 형태에서 선후 관계가 인정되면 문화층(層)의 개념이 된다.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11636,Kuman,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11637,Kumni,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11638,Kumyk,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11639,kunai,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11640,Kunbi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11641,Kundry,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11642,Kuneste,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11643,Kunmiut,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11644,kunzite,NNP,[광물]  라일락 색을 띤 투명한 리티아 휘석의 변종 ((보석으로 사용됨))  ,  라일락 색을 띤 투명한 리티아 휘석의 변종 ((보석으로 사용됨))  ,  라일락 색을 띤 투명한 리티아 휘석의 변종 ((보석으로 사용됨))  ,  라일락 색을 띤 투명한 리티아 휘석의 변종 ((보석으로 사용됨))  ,라일락 색을 띤 투명한 리티아 휘석의 변종 ,,라일락 색을 띤 투명한 리티아 휘석의 변종 ,NaN
11645,Kuomintang,NNP,  [the ~] (중국) 국민당 ((1912년 손문(孫文)이 창당))  ,[the ~] (중국) 국민당 ((1912년 손문(孫文)이 창당))  ,[the ~] (중국) 국민당 ((1912년 손문(孫文)이 창당))  ,[the ~] (중국) 국민당 ((1912년 손문(孫文)이 창당))  , ,, ,NaN
11646,kupfernickel,NNP,[광물(산)]  홍비(紅砒)니켈광(鑛).  ,  홍비(紅砒)니켈광(鑛),  홍비(紅砒)니켈광(鑛),  홍비(紅砒)니켈광(鑛),홍비,,홍비,NaN
11647,kupfferite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11648,Kuranko,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11649,Kurd,NNP,  쿠르드 사람 ((Kurdistan 지방의 유목민으로 이슬람교도))  ,쿠르드 사람 ((Kurdistan 지방의 유목민으로 이슬람교도))  ,쿠르드 사람 ((Kurdistan 지방의 유목민으로 이슬람교도))  ,쿠르드 사람 ((Kurdistan 지방의 유목민으로 이슬람교도))  ,쿠르드 사람 ,,쿠르드 사람 ,NaN
11650,Kurdish,NNP,  쿠르드어(語)  ,쿠르드어(語)  ,쿠르드어(語)  ,쿠르드어(語)  ,쿠르드어,,쿠르드어,NaN
11651,Kurdistan,NNP,  (아시아 서남부 터키·이란·이라크에 걸친) 고원 지대 ((주민은 주로 쿠르드 족))  ,(아시아 서남부 터키·이란·이라크에 걸친) 고원 지대 ((주민은 주로 쿠르드 족))  ,(아시아 서남부 터키·이란·이라크에 걸친) 고원 지대 ((주민은 주로 쿠르드 족))  ,(아시아 서남부 터키·이란·이라크에 걸친) 고원 지대 ((주민은 주로 쿠르드 족))  ,,,,NaN
11652,kurgan,NNP,  (동유럽·시베리아의) 분묘(墳墓)  ,(동유럽·시베리아의) 분묘(墳墓)  ,(동유럽·시베리아의) 분묘(墳墓)  ,(동유럽·시베리아의) 분묘(墳墓)  ,,,,NaN
11653,Kuri,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11654,Kurilian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11655,Kurku,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11656,kurmburra,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11657,Kurmi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11658,Kuroshio,NNP,"  쿠로시오(黑潮), 일본 해류(Japan Current)  ","쿠로시오(黑潮), 일본 해류(Japan Current)  ","쿠로시오(黑潮), 일본 해류(Japan Current)  ","쿠로시오(黑潮), 일본 해류(Japan Current)  ",쿠로시오,,쿠로시오,NaN
11659,kurrajong,NNP,"[植]  호주벽오동, (특히) 둥근잎호주벽오동(Brachychiton populneum)(호주 Tasmania 산(?))  ",Longer,Longer,Longer,Longer,,Longer,NaN
11660,Kurt,NNP,  남자 이름.  ,남자 이름.  ,남자 이름.  ,남자 이름.  ,남자 이름.,,남자 이름.,NaN
11661,Kuruba,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11662,Kurukh,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11663,kuruma,NNP,[식품과학]  각시새우  ,  각시새우  ,  각시새우  ,  각시새우  ,각시새우,,각시새우,NaN
11664,kurumaya,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11665,Kurumba,NNP,  쿠룸바 음료((몰디브 휴양지에서 환영 음료로 제공되는 달콤한 코코넛 음료))  ,쿠룸바 음료((몰디브 휴양지에서 환영 음료로 제공되는 달콤한 코코넛 음료))  ,쿠룸바 음료((몰디브 휴양지에서 환영 음료로 제공되는 달콤한 코코넛 음료))  ,쿠룸바 음료((몰디브 휴양지에서 환영 음료로 제공되는 달콤한 코코넛 음료))  ,쿠룸바 음료,,쿠룸바 음료,NaN
11666,kurung,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11667,kurus,NNP,"  쿠루시 ((터키의 화폐 단위, = 1/100 lira))  ","쿠루시 ((터키의 화폐 단위, = 1/100 lira))  ","쿠루시 ((터키의 화폐 단위, = 1/100 lira))  ","쿠루시 ((터키의 화폐 단위, = 1/100 lira))  ",쿠루시 ,,쿠루시 ,NaN
11668,Kusan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11669,kusha,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11670,Kushshu,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11671,kusimansel,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11672,kuskite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11673,kuskus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11674,Kuskwogmiut,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11675,Kustenau,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11676,Kusum,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11677,kusum,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11678,kutcha,NNP,"[인도 영어]  천연 그대로의, 가공되지 않은(crude), 불완전한, 미완성의(imperfect), 임시의, 대용의(temporary).  ",Longer,Longer,Longer,Longer,,Longer,NaN
11679,Kutenai,NNP,"  쿠터네이족(族)[의 사람]: 캐나다의 British Columbia 주, 미국의 Montana 주·Idaho 주에 사는 아메리칸 인디언의 한 종족.      2.    ",Longer,Longer,Longer,Longer,,Longer,NaN
11680,kuttab,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11681,kuttar,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11682,kuttaur,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11683,kuvasz,NNP,"  쿠바스견(犬): 헝가리에서 개량된 큼직한 개, 털은 순백으로 짧고 약간 곱슬곱슬하다, 집을 지키거나 양지기 개로 쓴다.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11684,Kuvera,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11685,Kwakiutl,NNP,  콰키우틀족(族)[의 사람]: 캐나다의 Vancouver 섬과 그에 인접한 British Columbia주 연안에 살고 있는 아메리칸 인디언...      2.    ,Longer,Longer,Longer,Longer,,Longer,NaN
11686,kwamme,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11687,kwan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11688,Kwannon,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11689,Kwapa,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11690,kwarta,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11691,kwarterka,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11692,kwazoku,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11693,Kybele,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11694,Kyklopes,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11695,Kyklops,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11696,kyl,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11697,Kyle,NNP,  (스코틀랜드에서) 해협  ,(스코틀랜드에서) 해협  ,(스코틀랜드에서) 해협  ,(스코틀랜드에서) 해협  , 해협,, 해협,NaN
11698,Kylo,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11699,Kyphosidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11700,Kyrie,NNP,  (=KYRIE ELEISON)  ,(=KYRIE ELEISON)  ,(=KYRIE ELEISON)  ,(=KYRIE ELEISON)  ,,,,NaN
11701,Kyu,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11702,Kyung,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11703,Kyurin,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11704,Kyurinish,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11705,L,NNP,  엘(영어 알파벳의 열두째 글자) (→L-plate)      2.    [약어]  (특히 지도에서) 호수(Lake)      3.    [약어]  (특히 옷의 치수와 관련하여) 대(large)  ,Longer,Longer,Longer,Longer,cautious,Longer,audacious
11706,Labiatae,NNP,[농업]  꿀풀과(科)  ,  꿀풀과(科)  ,  꿀풀과(科)  ,  꿀풀과(科)  ,꿀풀과,,꿀풀과,NaN
11707,Labidura,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11708,Labiduridae,NNP,[농생물학]  큰집게벌레과  ,  큰집게벌레과  ,  큰집게벌레과  ,  큰집게벌레과  ,큰집게벌레과,,큰집게벌레과,NaN
11709,Laboulbenia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11710,Laboulbeniaceae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11711,Laboulbeniales,NNP,[농업]  라불베니아균목(菌目)  ,  라불베니아균목(菌目)  ,  라불베니아균목(菌目)  ,  라불베니아균목(菌目)  ,라불베니아균목,,라불베니아균목,NaN
